0,2.66623977975668,3.47653043649882,5.60158284606979,4.49991134317194,4.52158095693231,5.88189559743762,4.25099294048208,4.1357280967169,4.16219844220064,5.120417055766,5.11488540968873,5.67321991519239,3.96568211343727,4.68655608742635,2.2037577403521,2.18983573961025,2.20020927773639,2.2041396753177,2.20124837672627,2.20349896982066
2.66623977975668,0,3.35245142621437,4.42711216262088,4.2039480488919,3.80112329572129,4.66602804552098,4.48732227751559,4.16757893872776,4.37420064782136,4.27435853001768,4.41982860704313,4.69028622672434,4.33751304518423,4.41457233255273,2.97888607610095,2.97576266641775,2.98144910936469,2.98788819263269,2.9869712062157,2.9925461298343
3.47653043649882,3.35245142621437,0,3.91546870578643,2.36563720041868,2.38761113412146,4.34355908221016,3.46227021948824,2.82555274716646,3.66984494654503,3.5850003469623,3.52079229063656,3.52750179349131,3.24761612262669,2.88823809845548,2.62810688667252,2.63210310027131,2.63153424648217,2.63166958101812,2.63533148961435,2.61687164416032
5.60158284606979,4.42711216262088,3.91546870578643,0,3.71938179648586,3.27804460993253,2.49972369638552,4.67107337939771,4.74187152511722,5.55740582856833,4.06108661301302,4.52484322588685,2.34546250140616,4.82150331237126,3.75332425809719,4.91306257537105,4.90741815835129,4.91535068517011,4.91404690742321,4.91837734057138,4.91507552146471
4.49991134317194,4.2039480488919,2.36563720041868,3.71938179648586,0,3.15713921704965,3.88257597253106,4.26431082551318,1.94831817299052,3.8111468833495,3.92482723751506,2.9197726856566,3.00518513159923,4.03340661977647,1.59319014473748,3.40924297690293,3.4112779838704,3.41084884386709,3.40747784454877,3.41328966148754,3.4004961828245
4.52158095693231,3.80112329572129,2.38761113412146,3.27804460993253,3.15713921704965,0,3.37044560223219,3.69599529370395,3.98011008619872,4.46478572454912,2.91305995000227,3.17813755629171,2.77887850806746,3.54008310049175,3.64808900337945,3.67238160528535,3.6752908146931,3.67903671466176,3.68116531600443,3.68207264495437,3.6709897054168
5.88189559743762,4.66602804552098,4.34355908221016,2.49972369638552,3.88257597253106,3.37044560223219,0,4.97487300662326,4.51586678097562,4.45294602961685,4.11754395053883,3.67132133655867,1.43956018170835,4.74837130465318,3.90164084425944,5.1313764608484,5.12467229107238,5.13526261644381,5.13408295107108,5.13593836701654,5.1304566148143
4.25099294048208,4.48732227751559,3.46227021948824,4.67107337939771,4.26431082551318,3.69599529370395,4.97487300662326,0,3.63649033179607,5.27248833916637,3.01738171956805,4.03429289707214,4.75111737094545,2.39456353893895,3.82022803649088,4.46453384531404,4.45576410025365,4.46041234881819,4.46326615670807,4.4636194514349,4.45094266700353
4.1357280967169,4.16757893872776,2.82555274716646,4.74187152511722,1.94831817299052,3.98011008619872,4.51586678097562,3.63649033179607,0,3.6056891661103,3.72112220513856,2.74077418267913,3.95433690156192,3.70455408003964,1.69542940987508,3.75212863833015,3.74956354724021,3.75052984762245,3.74839438563088,3.75246079882097,3.73717317751105
4.16219844220064,4.37420064782136,3.66984494654503,5.55740582856833,3.8111468833495,4.46478572454912,4.45294602961685,5.27248833916637,3.6056891661103,0,5.50494488675408,4.19960459705121,4.16516716138965,4.34167179375677,4.16607865260881,3.39035378764933,3.38855695676967,3.39284990778874,3.38938735810761,3.38882419566368,3.37616881550378
